Product_ID,Product_Name,Category,Subcategory,Brand,Launch_Date,Unit_Cost,Selling_Price,Supplier_ID,Product_Rating,Return_Rate,Warranty_Months
P04627,Fashion Item 4627,Fashion,Womenswear,Brand_7,2022-09-21,962.85,1754.63,SUP0454,3.5,0.114,0
P04628,Fashion Item 4628,Fashion,Womenswear,Brand_37,2024-03-08,1541.08,1936.66,SUP0412,4.4,0.12,0
P04629,Home Appliances Item 4629,Home Appliances,Kitchen,Brand_22,2022-10-23,3580.75,5462.74,SUP0085,2.8,0.189,6
P04630,Electronics Item 4630,Electronics,Mobiles,Brand_17,2024-03-06,14318.85,21879.8,SUP0460,3.6,0.041,36
P04631,Fashion Item 4631,Fashion,Womenswear,Brand_16,2025-02-05,1482.86,2691.45,SUP0149,,0.13,0
P04632,Fashion Item 4632,Fashion,Womenswear,Brand_30,2025-01-01,2638.02,3986.46,SUP0145,4.2,0.166,0
P04633,Fashion Item 4633,Fashion,Womenswear,Brand_37,2023-04-26,676.53,1472.27,SUP0204,2.6,0.248,0
P04634,Fashion Item 4634,Fashion,Womenswear,Brand_56,2018-11-06,1114.06,1690.39,SUP0299,4.5,0.109,0
P04635,Fashion Item 4635,Fashion,Womenswear,Brand_30,2023-05-17,3598.46,4995.7,SUP0385,3.0,0.083,0
P04636,Electronics Item 4636,Electronics,Mobiles,Brand_14,2022-08-13,13365.88,22771.51,SUP0002,,0.079,12
P04637,Fashion Item 4637,Fashion,Womenswear,Brand_67,2025-03-27,930.11,1395.89,SUP0179,3.0,0.114,0
P04638,Electronics Item 4638,Electronics,Mobiles,Brand_100,2023-03-30,34149.07,44982.37,SUP0304,3.1,0.043,12
P04639,Furniture Item 4639,Furniture,Living Room,Brand_92,2023-12-08,6197.31,8337.44,SUP0201,3.2,0.054,6
P04640,Fashion Item 4640,Fashion,Womenswear,Brand_98,2025-06-20,1386.28,2705.01,SUP0373,2.1,0.191,0
P04641,Electronics Item 4641,Electronics,Mobiles,Brand_79,2024-05-10,25856.88,34675.69,SUP0038,4.7,0.041,6
P04642,Electronics Item 4642,Electronics,Mobiles,Brand_50,2024-01-15,3972.87,7965.49,SUP0392,2.4,0.178,36
P04643,Fashion Item 4643,Fashion,Womenswear,Brand_24,2020-10-22,796.61,1731.7,SUP0060,3.9,0.05,0
P04644,Electronics Item 4644,Electronics,Mobiles,Brand_43,2021-08-18,7679.39,17058.45,SUP0025,,0.025,36
P04645,Electronics Item 4645,Electronics,Mobiles,Brand_80,2024-12-29,9971.73,15303.63,SUP0230,3.8,0.05,12
P04646,Grocery Item 4646,Grocery,Staples,Brand_8,2022-04-16,147.6,285.43,SUP0070,4.2,0.015,0
P04647,Grocery Item 4647,Grocery,Staples,Brand_32,2023-12-22,366.88,537.64,SUP0319,4.5,0.083,0
P04648,Grocery Item 4648,Grocery,Staples,Brand_71,2019-04-09,129.32,169.44,SUP0422,4.0,0.005,0
P04649,Electronics Item 4649,Electronics,Mobiles,Brand_40,2018-11-02,14319.0,18773.53,SUP0053,4.2,0.049,6
P04650,Fashion Item 4650,Fashion,Womenswear,Brand_85,2020-08-05,288.21,586.64,SUP0002,3.5,0.074,0
P04651,Home Appliances Item 4651,Home Appliances,Kitchen,Brand_20,2018-07-11,4827.71,7688.06,SUP0243,4.4,0.06,12
P04652,Electronics Item 4652,Electronics,Mobiles,Brand_79,2018-09-26,13648.38,27126.21,SUP0065,3.9,0.033,24
P04653,Electronics Item 4653,Electronics,Mobiles,Brand_69,2022-07-18,35445.15,46931.19,SUP0035,4.9,0.063,36
P04654,Grocery Item 4654,Grocery,Staples,Brand_60,2024-04-15,289.93,423.38,SUP0003,4.3,0.073,0
P04655,Grocery Item 4655,Grocery,Staples,Brand_76,2025-01-05,189.98,238.26,SUP0385,4.3,0.069,0
P04656,Fashion Item 4656,Fashion,Womenswear,Brand_84,2025-01-11,544.2,919.14,SUP0302,4.3,0.144,0
P04657,Fashion Item 4657,Fashion,Womenswear,Brand_94,2022-09-18,723.7,1066.71,SUP0103,,0.084,0
P04658,Electronics Item 4658,Electronics,Mobiles,Brand_36,2022-12-28,17862.0,30038.98,SUP0092,3.4,0.007,12
P04659,Grocery Item 4659,Grocery,Staples,Brand_38,2018-08-29,110.14,193.9,SUP0464,4.6,0.005,0
P04660,Electronics Item 4660,Electronics,Mobiles,Brand_62,2025-07-10,6844.12,13701.91,SUP0120,4.2,0.029,12
P04661,Electronics Item 4661,Electronics,Mobiles,Brand_47,2018-03-01,18330.77,23174.58,SUP0444,,0.055,24
P04662,Electronics Item 4662,Electronics,Mobiles,Brand_61,2021-04-12,16966.78,28902.63,SUP0162,4.1,0.014,24
P04663,Grocery Item 4663,Grocery,Staples,Brand_20,2020-01-18,442.71,907.22,SUP0456,3.6,0.005,0
P04664,Fashion Item 4664,Fashion,Womenswear,Brand_55,2021-06-13,1221.58,1624.22,SUP0264,,0.119,0
P04665,Grocery Item 4665,Grocery,Staples,Brand_2,2021-08-03,164.5,237.45,SUP0497,4.0,0.047,0
P04666,Fashion Item 4666,Fashion,Womenswear,Brand_86,2019-05-24,1812.08,2299.78,SUP0104,4.0,0.077,0
P04667,Electronics Item 4667,Electronics,Mobiles,Brand_32,2025-12-25,12596.25,19073.23,SUP0334,,0.036,24
P04668,Electronics Item 4668,Electronics,Mobiles,Brand_3,2020-01-08,11690.08,19991.47,SUP0095,3.7,0.069,12
P04669,Fashion Item 4669,Fashion,Womenswear,Brand_30,2020-09-12,1731.4,3811.41,SUP0100,3.0,0.095,0
P04670,Grocery Item 4670,Grocery,Staples,Brand_90,2024-11-22,105.57,213.04,SUP0344,4.3,0.016,0
P04671,Fashion Item 4671,Fashion,Womenswear,Brand_14,2024-11-08,1247.82,2604.25,SUP0219,,0.051,0
P04672,Furniture Item 4672,Furniture,Living Room,Brand_85,2020-08-22,13584.23,17793.62,SUP0382,3.4,0.052,24
P04673,Furniture Item 4673,Furniture,Living Room,Brand_66,2020-03-24,12869.1,20101.55,SUP0484,3.4,0.042,36
P04674,Home Appliances Item 4674,Home Appliances,Kitchen,Brand_32,2021-06-05,11441.4,15644.19,SUP0028,4.4,0.049,12
P04675,Fashion Item 4675,Fashion,Womenswear,Brand_29,2024-09-15,1633.5,3063.05,SUP0339,3.7,0.132,0
P04676,Fashion Item 4676,Fashion,Womenswear,Brand_63,2025-02-20,1155.57,1531.73,SUP0238,4.6,0.076,0
P04677,Fashion Item 4677,Fashion,Womenswear,Brand_10,2022-07-11,479.27,828.17,SUP0158,4.1,0.124,0
P04678,Fashion Item 4678,Fashion,Womenswear,Brand_86,2018-07-24,268.7,505.02,SUP0026,3.2,0.063,0
P04679,Grocery Item 4679,Grocery,Staples,Brand_16,2020-07-04,367.45,565.96,SUP0482,4.0,0.053,0
P04680,Electronics Item 4680,Electronics,Mobiles,Brand_16,2022-08-10,4492.26,7019.56,SUP0277,2.7,0.197,36
P04681,Fashion Item 4681,Fashion,Womenswear,Brand_31,2024-04-20,2680.5,3401.46,SUP0325,4.5,0.066,0
P04682,Electronics Item 4682,Electronics,Mobiles,Brand_61,2025-06-19,20650.72,26403.23,SUP0166,4.5,0.041,12
P04683,Fashion Item 4683,Fashion,Womenswear,Brand_12,2025-12-20,503.9,932.53,SUP0126,4.5,0.126,0
P04684,Fashion Item 4684,Fashion,Womenswear,Brand_47,2019-05-31,1426.91,2055.88,SUP0394,4.5,0.114,0
P04685,Grocery Item 4685,Grocery,Staples,Brand_15,2019-06-25,525.2,754.49,SUP0021,3.6,0.039,0
P04686,Fashion Item 4686,Fashion,Womenswear,Brand_58,2022-08-06,657.1,813.74,SUP0107,,0.048,0
P04687,Fashion Item 4687,Fashion,Womenswear,Brand_63,2020-07-05,505.2,928.16,SUP0498,3.4,0.139,0
P04688,Furniture Item 4688,Furniture,Living Room,Brand_19,2023-02-22,15832.89,23157.14,SUP0474,4.4,0.047,36
P04689,Fashion Item 4689,Fashion,Womenswear,Brand_43,2023-06-17,1142.28,2292.83,SUP0300,4.0,0.014,0
P04690,Fashion Item 4690,Fashion,Womenswear,Brand_24,2023-09-04,1408.03,1745.06,SUP0100,2.6,0.181,0
P04691,Electronics Item 4691,Electronics,Mobiles,Brand_89,2019-10-06,10914.52,14324.9,SUP0198,3.7,0.009,6
P04692,Grocery Item 4692,Grocery,Staples,Brand_40,2019-11-09,439.75,801.65,SUP0164,3.6,0.028,0
P04693,Home Appliances Item 4693,Home Appliances,Kitchen,Brand_52,2025-05-07,5372.14,7384.35,SUP0141,4.1,0.016,36
P04694,Fashion Item 4694,Fashion,Womenswear,Brand_2,2021-03-31,851.57,1302.71,SUP0321,,0.119,0
P04695,Home Appliances Item 4695,Home Appliances,Kitchen,Brand_100,2025-09-04,7422.94,9089.65,SUP0245,4.3,0.005,36
P04696,Grocery Item 4696,Grocery,Staples,Brand_41,2023-04-01,471.06,915.07,SUP0470,2.9,0.111,0
P04697,Electronics Item 4697,Electronics,Mobiles,Brand_14,2020-07-31,2924.73,5267.33,SUP0229,4.3,0.093,36
P04698,Grocery Item 4698,Grocery,Staples,Brand_74,2019-02-08,295.11,610.77,SUP0096,,0.032,0
P04699,Grocery Item 4699,Grocery,Staples,Brand_4,2020-04-02,416.5,815.2,SUP0412,4.4,0.059,0
P04700,Fashion Item 4700,Fashion,Womenswear,Brand_62,2025-10-28,841.25,1488.62,SUP0051,3.5,0.081,0
P04701,Home Appliances Item 4701,Home Appliances,Kitchen,Brand_43,2023-11-06,6502.68,9079.03,SUP0379,3.5,0.019,12
P04702,Grocery Item 4702,Grocery,Staples,Brand_85,2021-01-16,528.15,649.46,SUP0168,3.9,0.031,0
P04703,Fashion Item 4703,Fashion,Womenswear,Brand_51,2020-04-07,2254.21,3883.69,SUP0053,3.3,0.109,0
P04704,Electronics Item 4704,Electronics,Mobiles,Brand_47,2021-08-27,6382.03,13162.28,SUP0447,3.6,0.052,36
P04705,Fashion Item 4705,Fashion,Womenswear,Brand_33,2024-05-17,2098.62,4006.7,SUP0046,3.1,0.12,0
P04706,Fashion Item 4706,Fashion,Womenswear,Brand_32,2022-05-18,1991.94,3008.59,SUP0246,,0.093,0
P04707,Electronics Item 4707,Electronics,Mobiles,Brand_59,2022-02-17,10149.89,12967.07,SUP0115,3.6,0.063,12
P04708,Electronics Item 4708,Electronics,Mobiles,Brand_100,2018-05-31,16618.15,28934.32,SUP0329,3.4,0.053,12
P04709,Home Appliances Item 4709,Home Appliances,Kitchen,Brand_22,2024-03-05,7686.43,12989.25,SUP0365,4.1,0.039,24
P04710,Fashion Item 4710,Fashion,Womenswear,Brand_78,2024-08-31,2391.86,3709.4,SUP0366,3.4,0.083,0
P04711,Home Appliances Item 4711,Home Appliances,Kitchen,Brand_93,2024-10-17,9722.03,12749.51,SUP0040,3.0,0.012,6
P04712,Home Appliances Item 4712,Home Appliances,Kitchen,Brand_24,2019-09-27,2523.49,5267.46,SUP0361,4.9,0.047,24
P04713,Fashion Item 4713,Fashion,Womenswear,Brand_60,2022-06-07,630.03,1071.63,SUP0378,3.9,0.031,0
P04714,Furniture Item 4714,Furniture,Living Room,Brand_49,2025-09-25,30304.07,45937.5,SUP0225,4.2,0.07,12
P04715,Fashion Item 4715,Fashion,Womenswear,Brand_19,2019-04-13,2467.41,3128.97,SUP0282,4.0,0.126,0
P04716,Grocery Item 4716,Grocery,Staples,Brand_39,2024-02-12,156.94,304.72,SUP0349,3.4,0.05,0
P04717,Electronics Item 4717,Electronics,Mobiles,Brand_77,2022-12-14,3382.07,5982.1,SUP0443,3.8,0.068,6
P04718,Electronics Item 4718,Electronics,Mobiles,Brand_7,2018-01-12,18169.49,25136.77,SUP0138,3.6,0.049,6
P04719,Home Appliances Item 4719,Home Appliances,Kitchen,Brand_92,2019-02-26,4214.16,8717.4,SUP0023,3.9,0.005,24
P04720,Furniture Item 4720,Furniture,Living Room,Brand_76,2022-12-28,3960.94,7329.54,SUP0137,3.4,0.005,36
P04721,Electronics Item 4721,Electronics,Mobiles,Brand_15,2021-09-08,23437.24,31130.99,SUP0463,3.1,0.005,24
P04722,Fashion Item 4722,Fashion,Womenswear,Brand_94,2018-08-02,756.02,1460.96,SUP0065,4.4,0.018,0
P04723,Home Appliances Item 4723,Home Appliances,Kitchen,Brand_39,2019-09-17,1697.45,3417.7,SUP0046,4.5,0.005,6
P04724,Fashion Item 4724,Fashion,Womenswear,Brand_8,2024-10-29,578.82,830.2,SUP0111,3.4,0.074,0
P04725,Electronics Item 4725,Electronics,Mobiles,Brand_86,2020-07-03,13045.87,19202.85,SUP0372,4.1,0.028,24
P04726,Grocery Item 4726,Grocery,Staples,Brand_92,2020-04-18,482.89,994.88,SUP0135,3.9,0.06,0
P04727,Electronics Item 4727,Electronics,Mobiles,Brand_9,2021-03-21,20954.73,43779.6,SUP0367,2.3,0.17,36
P04728,Fashion Item 4728,Fashion,Womenswear,Brand_2,2025-02-24,1479.28,2867.91,SUP0241,5.0,0.098,0
P04729,Fashion Item 4729,Fashion,Womenswear,Brand_82,2018-04-03,767.23,1267.08,SUP0159,3.2,0.091,0
P04730,Electronics Item 4730,Electronics,Mobiles,Brand_30,2018-03-18,8181.65,12638.13,SUP0143,3.9,0.076,36
P04731,Furniture Item 4731,Furniture,Living Room,Brand_14,2023-05-04,6061.48,8167.02,SUP0052,2.9,0.189,24
P04732,Furniture Item 4732,Furniture,Living Room,Brand_3,2022-09-30,19204.29,35188.14,SUP0192,3.5,0.005,6
P04733,Grocery Item 4733,Grocery,Staples,Brand_72,2019-11-08,255.35,357.3,SUP0024,3.2,0.046,0
P04734,Furniture Item 4734,Furniture,Living Room,Brand_37,2025-06-26,12722.07,24410.03,SUP0029,3.8,0.076,6
P04735,Fashion Item 4735,Fashion,Womenswear,Brand_93,2018-04-27,724.12,1233.8,SUP0203,4.7,0.106,0
P04736,Fashion Item 4736,Fashion,Womenswear,Brand_76,2018-04-13,541.17,882.39,SUP0299,3.9,0.078,0
P04737,Grocery Item 4737,Grocery,Staples,Brand_39,2019-07-18,230.84,378.74,SUP0354,2.8,0.105,0
P04738,Home Appliances Item 4738,Home Appliances,Kitchen,Brand_28,2020-08-05,4254.07,6751.31,SUP0111,3.3,0.01,6
P04739,Fashion Item 4739,Fashion,Womenswear,Brand_12,2024-07-02,760.44,1023.46,SUP0250,4.1,0.092,0
P04740,Home Appliances Item 4740,Home Appliances,Kitchen,Brand_80,2019-08-04,2695.31,4365.1,SUP0093,3.3,0.058,36
P04741,Electronics Item 4741,Electronics,Mobiles,Brand_11,2023-07-21,9020.51,16280.4,SUP0346,4.9,0.033,36
P04742,Fashion Item 4742,Fashion,Womenswear,Brand_36,2019-05-28,3066.24,5498.45,SUP0047,2.6,0.204,0
P04743,Electronics Item 4743,Electronics,Mobiles,Brand_90,2023-03-01,11005.19,14044.84,SUP0422,2.8,0.121,12
P04744,Fashion Item 4744,Fashion,Womenswear,Brand_70,2021-10-08,632.12,807.93,SUP0418,3.3,0.107,0
P04745,Fashion Item 4745,Fashion,Womenswear,Brand_66,2025-10-30,2010.67,3431.26,SUP0443,5.0,0.078,0
P04746,Furniture Item 4746,Furniture,Living Room,Brand_42,2021-04-30,2332.34,5136.58,SUP0183,3.9,0.041,24
P04747,Fashion Item 4747,Fashion,Womenswear,Brand_45,2023-12-10,626.13,1206.21,SUP0187,3.3,0.029,0
P04748,Grocery Item 4748,Grocery,Staples,Brand_96,2020-08-05,312.85,390.41,SUP0126,4.1,0.054,0
P04749,Fashion Item 4749,Fashion,Womenswear,Brand_55,2025-06-12,887.9,1408.52,SUP0309,3.5,0.112,0
P04750,Home Appliances Item 4750,Home Appliances,Kitchen,Brand_85,2023-08-19,7497.91,9340.52,SUP0033,4.1,0.029,6
P04751,Furniture Item 4751,Furniture,Living Room,Brand_49,2023-06-07,7975.73,13604.58,SUP0148,4.4,0.03,6
P04752,Home Appliances Item 4752,Home Appliances,Kitchen,Brand_86,2020-12-08,5318.19,7120.34,SUP0456,4.0,0.016,6
P04753,Electronics Item 4753,Electronics,Mobiles,Brand_36,2020-06-14,19781.34,39689.29,SUP0203,3.4,0.062,24
P04754,Electronics Item 4754,Electronics,Mobiles,Brand_61,2022-08-09,11457.7,23402.22,SUP0320,2.8,0.145,24
P04755,Electronics Item 4755,Electronics,Mobiles,Brand_99,2022-02-21,8647.55,19032.4,SUP0039,4.6,0.03,6
P04756,Grocery Item 4756,Grocery,Staples,Brand_37,2018-02-16,524.26,782.32,SUP0477,4.0,0.051,0
P04757,Grocery Item 4757,Grocery,Staples,Brand_59,2024-06-17,537.31,879.45,SUP0092,3.8,0.028,0
P04758,Furniture Item 4758,Furniture,Living Room,Brand_81,2020-08-03,15960.43,23382.05,SUP0024,4.5,0.052,36
P04759,Furniture Item 4759,Furniture,Living Room,Brand_84,2019-07-16,8459.86,10776.19,SUP0183,4.2,0.035,12
P04760,Electronics Item 4760,Electronics,Mobiles,Brand_92,2022-12-10,15903.23,22108.11,SUP0214,4.0,0.062,36
P04761,Electronics Item 4761,Electronics,Mobiles,Brand_59,2019-07-13,8318.26,11686.94,SUP0145,3.0,0.037,36
P04762,Furniture Item 4762,Furniture,Living Room,Brand_90,2024-12-16,13904.59,17784.84,SUP0437,4.1,0.005,24
P04763,Home Appliances Item 4763,Home Appliances,Kitchen,Brand_24,2022-01-19,6199.69,12835.1,SUP0328,3.5,0.055,36
P04764,Grocery Item 4764,Grocery,Staples,Brand_51,2021-01-09,352.86,436.89,SUP0100,4.3,0.039,0
P04765,Grocery Item 4765,Grocery,Staples,Brand_2,2018-01-30,948.4,1215.57,SUP0155,4.6,0.08,0
P04766,Fashion Item 4766,Fashion,Womenswear,Brand_5,2023-11-04,914.26,1337.51,SUP0231,3.9,0.077,0
P04767,Fashion Item 4767,Fashion,Womenswear,Brand_14,2020-06-15,1649.92,3568.66,SUP0054,4.8,0.069,0
P04768,Grocery Item 4768,Grocery,Staples,Brand_81,2019-04-14,396.66,518.93,SUP0436,4.4,0.077,0
P04769,Electronics Item 4769,Electronics,Mobiles,Brand_30,2021-06-18,9927.32,13734.48,SUP0420,3.2,0.044,36
P04770,Furniture Item 4770,Furniture,Living Room,Brand_6,2020-09-25,13510.31,17780.17,SUP0366,4.9,0.078,36
P04771,Grocery Item 4771,Grocery,Staples,Brand_16,2018-01-22,616.15,946.0,SUP0288,4.3,0.011,0
P04772,Home Appliances Item 4772,Home Appliances,Kitchen,Brand_98,2018-12-24,2413.07,3781.38,SUP0120,2.8,0.086,12
P04773,Grocery Item 4773,Grocery,Staples,Brand_88,2024-04-19,318.88,485.0,SUP0247,3.5,0.005,0
P04774,Grocery Item 4774,Grocery,Staples,Brand_76,2020-01-21,312.38,567.6,SUP0251,3.4,0.101,0
P04775,Grocery Item 4775,Grocery,Staples,Brand_14,2020-08-29,214.44,274.98,SUP0458,4.3,0.069,0
P04776,Home Appliances Item 4776,Home Appliances,Kitchen,Brand_22,2021-05-03,4691.48,7761.83,SUP0440,4.3,0.058,6
P04777,Electronics Item 4777,Electronics,Mobiles,Brand_41,2019-09-02,10345.17,22244.33,SUP0299,3.4,0.105,12
P04778,Grocery Item 4778,Grocery,Staples,Brand_54,2024-03-18,225.35,479.93,SUP0437,3.9,0.005,0
P04779,Grocery Item 4779,Grocery,Staples,Brand_14,2019-12-18,122.53,265.2,SUP0077,4.3,0.005,0
P04780,Furniture Item 4780,Furniture,Living Room,Brand_47,2018-02-11,14166.56,30287.98,SUP0156,3.2,0.005,24
P04781,Electronics Item 4781,Electronics,Mobiles,Brand_20,2023-06-27,8128.78,17052.72,SUP0035,3.1,0.005,12
P04782,Grocery Item 4782,Grocery,Staples,Brand_7,2024-10-20,122.2,259.51,SUP0320,4.4,0.013,0
P04783,Electronics Item 4783,Electronics,Mobiles,Brand_85,2019-10-26,2697.97,3740.79,SUP0056,4.1,0.048,6
P04784,Grocery Item 4784,Grocery,Staples,Brand_38,2022-09-21,330.96,602.13,SUP0236,,0.009,0
P04785,Fashion Item 4785,Fashion,Womenswear,Brand_19,2018-07-21,1193.34,2324.79,SUP0095,4.7,0.104,0
P04786,Fashion Item 4786,Fashion,Womenswear,Brand_75,2023-01-29,885.3,1286.2,SUP0170,2.8,0.177,0
P04787,Electronics Item 4787,Electronics,Mobiles,Brand_57,2024-07-14,24296.38,30237.19,SUP0058,3.5,0.048,6
P04788,Grocery Item 4788,Grocery,Staples,Brand_46,2018-12-18,852.39,1073.53,SUP0308,3.8,0.045,0
P04789,Fashion Item 4789,Fashion,Womenswear,Brand_32,2024-05-31,1165.19,1461.04,SUP0284,3.0,0.144,0
P04790,Electronics Item 4790,Electronics,Mobiles,Brand_39,2019-04-20,28281.3,41851.22,SUP0450,3.2,0.041,6
P04791,Home Appliances Item 4791,Home Appliances,Kitchen,Brand_52,2025-03-22,13978.11,18833.91,SUP0041,3.2,0.057,6
P04792,Fashion Item 4792,Fashion,Womenswear,Brand_50,2018-11-10,1047.98,1332.77,SUP0285,2.8,0.244,0
P04793,Electronics Item 4793,Electronics,Mobiles,Brand_97,2021-09-20,18220.37,25485.85,SUP0464,3.2,0.084,12
P04794,Grocery Item 4794,Grocery,Staples,Brand_89,2025-06-30,491.55,699.83,SUP0430,2.8,0.077,0
P04795,Home Appliances Item 4795,Home Appliances,Kitchen,Brand_15,2021-11-20,4153.55,8319.08,SUP0088,3.4,0.029,6
P04796,Electronics Item 4796,Electronics,Mobiles,Brand_26,2024-10-08,9849.14,17345.55,SUP0143,4.5,0.064,36
P04797,Fashion Item 4797,Fashion,Womenswear,Brand_54,2023-10-15,1579.62,2177.13,SUP0253,4.3,0.091,0
P04798,Grocery Item 4798,Grocery,Staples,Brand_71,2022-05-18,77.99,162.98,SUP0211,4.0,0.067,0
P04799,Grocery Item 4799,Grocery,Staples,Brand_98,2025-11-21,310.64,502.18,SUP0340,2.9,0.144,0
P04800,Furniture Item 4800,Furniture,Living Room,Brand_24,2024-10-07,17359.93,21995.48,SUP0314,2.8,0.164,36
P04801,Fashion Item 4801,Fashion,Womenswear,Brand_40,2018-11-03,716.99,1432.44,SUP0240,3.8,0.082,0
P04802,Home Appliances Item 4802,Home Appliances,Kitchen,Brand_48,2018-03-14,4825.53,10114.63,SUP0163,3.5,0.032,6
P04803,Fashion Item 4803,Fashion,Womenswear,Brand_16,2018-06-07,1231.44,1904.71,SUP0359,3.8,0.083,0
P04804,Furniture Item 4804,Furniture,Living Room,Brand_76,2024-02-05,6048.99,8772.94,SUP0455,4.2,0.063,36
P04805,Fashion Item 4805,Fashion,Womenswear,Brand_57,2023-03-19,1052.43,2311.33,SUP0304,2.8,0.241,0
P04806,Grocery Item 4806,Grocery,Staples,Brand_1,2022-03-28,195.13,409.89,SUP0435,2.6,0.18,0
P04807,Electronics Item 4807,Electronics,Mobiles,Brand_64,2023-07-13,7113.57,12438.98,SUP0285,3.6,0.03,12
P04808,Home Appliances Item 4808,Home Appliances,Kitchen,Brand_2,2024-12-26,5931.11,9984.94,SUP0493,3.9,0.055,24
P04809,Grocery Item 4809,Grocery,Staples,Brand_59,2019-08-02,100.22,167.64,SUP0094,2.8,0.12,0
P04810,Fashion Item 4810,Fashion,Womenswear,Brand_56,2021-01-26,783.43,1057.54,SUP0399,3.8,0.075,0
P04811,Home Appliances Item 4811,Home Appliances,Kitchen,Brand_2,2023-08-28,12350.72,16240.07,SUP0090,4.3,0.005,6
P04812,Electronics Item 4812,Electronics,Mobiles,Brand_47,2020-12-19,7666.66,16726.98,SUP0280,3.8,0.071,24
P04813,Grocery Item 4813,Grocery,Staples,Brand_19,2020-07-13,221.02,402.65,SUP0018,3.6,0.005,0
P04814,Grocery Item 4814,Grocery,Staples,Brand_60,2024-05-14,325.77,410.75,SUP0250,4.3,0.075,0
P04815,Furniture Item 4815,Furniture,Living Room,Brand_44,2018-07-14,9731.41,12622.9,SUP0429,3.0,0.078,24
P04816,Fashion Item 4816,Fashion,Womenswear,Brand_54,2024-06-26,1357.25,2963.69,SUP0413,3.9,0.075,0
P04817,Grocery Item 4817,Grocery,Staples,Brand_77,2024-08-13,330.81,497.69,SUP0319,4.5,0.018,0
P04818,Grocery Item 4818,Grocery,Staples,Brand_44,2020-11-01,319.16,408.06,SUP0498,4.1,0.031,0
P04819,Furniture Item 4819,Furniture,Living Room,Brand_92,2024-07-18,5875.3,12542.04,SUP0395,3.9,0.022,36
P04820,Grocery Item 4820,Grocery,Staples,Brand_26,2018-04-19,578.39,745.32,SUP0257,3.5,0.063,0
P04821,Electronics Item 4821,Electronics,Mobiles,Brand_6,2025-05-02,9509.04,14763.58,SUP0233,4.2,0.024,12
P04822,Electronics Item 4822,Electronics,Mobiles,Brand_47,2019-02-24,4598.25,9959.78,SUP0324,3.5,0.005,12
P04823,Electronics Item 4823,Electronics,Mobiles,Brand_1,2019-06-30,3527.06,7575.86,SUP0009,4.6,0.005,12
P04824,Fashion Item 4824,Fashion,Womenswear,Brand_92,2018-03-15,1640.8,2653.29,SUP0037,4.6,0.014,0
P04825,Furniture Item 4825,Furniture,Living Room,Brand_49,2019-02-23,3434.01,4613.21,SUP0250,4.6,0.053,6
P04826,Home Appliances Item 4826,Home Appliances,Kitchen,Brand_53,2024-02-17,1149.26,1701.37,SUP0286,3.2,0.034,6
P04827,Grocery Item 4827,Grocery,Staples,Brand_44,2021-03-08,236.64,336.39,SUP0414,2.1,0.158,0
P04828,Grocery Item 4828,Grocery,Staples,Brand_36,2025-10-31,124.05,231.56,SUP0297,3.2,0.01,0
P04829,Fashion Item 4829,Fashion,Womenswear,Brand_97,2024-06-25,1056.2,1934.54,SUP0219,3.6,0.106,0
P04830,Electronics Item 4830,Electronics,Mobiles,Brand_60,2021-01-13,5489.07,8997.81,SUP0257,3.7,0.041,6
P04831,Electronics Item 4831,Electronics,Mobiles,Brand_6,2023-12-26,8442.17,16679.56,SUP0132,3.3,0.034,36
P04832,Home Appliances Item 4832,Home Appliances,Kitchen,Brand_37,2020-12-21,2524.01,3491.37,SUP0078,4.1,0.065,24
P04833,Grocery Item 4833,Grocery,Staples,Brand_28,2019-01-15,576.83,814.15,SUP0464,3.9,0.085,0
P04834,Grocery Item 4834,Grocery,Staples,Brand_36,2021-07-22,295.51,557.57,SUP0266,3.3,0.067,0
P04835,Electronics Item 4835,Electronics,Mobiles,Brand_21,2019-12-29,4023.9,6682.54,SUP0024,3.4,0.041,6
P04836,Fashion Item 4836,Fashion,Womenswear,Brand_37,2018-09-24,501.21,611.65,SUP0276,3.4,0.072,0
P04837,Home Appliances Item 4837,Home Appliances,Kitchen,Brand_52,2018-12-29,6266.58,9404.86,SUP0366,3.0,0.011,24
P04838,Fashion Item 4838,Fashion,Womenswear,Brand_36,2025-01-24,738.49,947.85,SUP0308,4.1,0.182,0
P04839,Grocery Item 4839,Grocery,Staples,Brand_58,2019-10-21,115.6,242.92,SUP0259,3.5,0.021,0
P04840,Furniture Item 4840,Furniture,Living Room,Brand_52,2021-09-29,13377.6,18541.38,SUP0387,4.1,0.022,6
P04841,Grocery Item 4841,Grocery,Staples,Brand_30,2024-10-30,304.99,449.75,SUP0324,3.6,0.061,0
P04842,Electronics Item 4842,Electronics,Mobiles,Brand_15,2021-04-10,6032.58,10197.45,SUP0116,2.5,0.183,12
P04843,Fashion Item 4843,Fashion,Womenswear,Brand_33,2019-05-13,917.15,1238.44,SUP0146,3.3,0.111,0
P04844,Fashion Item 4844,Fashion,Womenswear,Brand_1,2024-08-25,617.46,1034.35,SUP0057,3.2,0.082,0
P04845,Furniture Item 4845,Furniture,Living Room,Brand_96,2024-05-28,21973.6,28736.61,SUP0318,4.9,0.023,12
P04846,Fashion Item 4846,Fashion,Womenswear,Brand_91,2020-07-16,1459.54,1994.61,SUP0065,2.2,0.19,0
